timestamp,open,high,low,close,volume
2025-08-07 21:00:00,3874.15,3876.94,3864.2,3867.01,3405.1718
2025-08-07 21:15:00,3867.01,3873.22,3867.0,3871.26,2354.765
2025-08-07 21:30:00,3871.26,3874.54,3858.72,3862.48,4027.6999
2025-08-07 21:45:00,3862.48,3885.95,3860.6,3871.53,6732.5894
2025-08-07 22:00:00,3871.53,3886.0,3868.64,3884.9,4811.0014
2025-08-07 22:15:00,3884.89,3888.45,3877.62,3884.08,5479.651
2025-08-07 22:30:00,3884.08,3888.26,3878.12,3883.53,4170.2307
2025-08-07 22:45:00,3883.54,3927.77,3883.54,3916.8,28714.9527
2025-08-07 23:00:00,3916.8,3917.5,3892.33,3895.01,7050.5963
2025-08-07 23:15:00,3895.01,3899.29,3891.74,3893.14,3523.6758
2025-08-07 23:30:00,3893.12,3900.92,3889.51,3899.9,3209.9065
2025-08-07 23:45:00,3899.9,3917.5,3899.89,3910.31,6287.0406
2025-08-08 00:00:00,3910.3,3913.2,3887.78,3906.78,7312.1344
2025-08-08 00:15:00,3906.77,3907.11,3882.29,3898.77,9081.2382
2025-08-08 00:30:00,3898.77,3937.0,3891.8,3921.73,14863.3477
2025-08-08 00:45:00,3921.73,3929.74,3898.98,3900.16,9099.9277
2025-08-08 01:00:00,3900.15,3918.0,3889.27,3914.21,7873.5192
2025-08-08 01:15:00,3914.2,3914.2,3886.91,3897.76,8614.0389
2025-08-08 01:30:00,3897.77,3899.6,3885.97,3888.62,3997.8816
2025-08-08 01:45:00,3888.62,3892.41,3880.0,3887.36,3649.4091
2025-08-08 02:00:00,3887.35,3893.96,3880.0,3893.96,3326.631
2025-08-08 02:15:00,3893.96,3894.0,3885.91,3888.54,2617.6749
2025-08-08 02:30:00,3888.53,3895.43,3884.86,3892.59,2544.6194
2025-08-08 02:45:00,3892.6,3906.58,3892.59,3893.68,4887.0715
2025-08-08 03:00:00,3893.67,3904.6,3892.6,3903.11,2903.444
2025-08-08 03:15:00,3903.11,3969.06,3902.29,3951.99,36667.5328
2025-08-08 03:30:00,3952.0,3952.99,3928.6,3930.61,8541.9211
2025-08-08 03:45:00,3930.62,3940.99,3924.48,3939.18,4566.8162
2025-08-08 04:00:00,3939.19,3939.34,3920.08,3923.38,5495.568
2025-08-08 04:15:00,3923.37,3925.88,3916.0,3925.88,3053.9925
2025-08-08 04:30:00,3925.87,3934.95,3924.5,3925.59,3081.0375
2025-08-08 04:45:00,3925.58,3928.09,3919.12,3920.5,2044.3881
2025-08-08 05:00:00,3920.51,3920.87,3906.17,3910.57,4920.3594
2025-08-08 05:15:00,3910.57,3912.83,3894.56,3899.52,5294.0289
2025-08-08 05:30:00,3899.52,3905.98,3896.95,3905.32,2900.2586
2025-08-08 05:45:00,3905.31,3905.32,3899.01,3901.5,2694.9765
2025-08-08 06:00:00,3901.5,3916.2,3892.47,3916.2,5396.232
2025-08-08 06:15:00,3916.2,3919.9,3905.6,3916.83,4421.8112
2025-08-08 06:30:00,3916.83,3920.32,3910.0,3913.37,2847.9286
2025-08-08 06:45:00,3913.38,3916.0,3906.42,3915.01,2152.4239
2025-08-08 07:00:00,3915.01,3916.0,3900.4,3908.4,2921.9413
2025-08-08 07:15:00,3908.4,3928.29,3908.39,3921.91,4375.6717
2025-08-08 07:30:00,3921.91,3921.97,3914.5,3914.64,6861.4973
2025-08-08 07:45:00,3914.63,3921.58,3913.5,3915.97,8431.0948
2025-08-08 08:00:00,3915.98,3927.54,3914.24,3923.01,5197.7613
2025-08-08 08:15:00,3923.0,3924.7,3903.0,3905.06,4313.0999
2025-08-08 08:30:00,3905.06,3905.23,3887.06,3891.25,9025.1624
2025-08-08 08:45:00,3891.25,3899.47,3885.29,3898.46,4799.7668
2025-08-08 09:00:00,3898.46,3899.72,3890.42,3893.14,3018.6716
2025-08-08 09:15:00,3893.14,3898.99,3884.44,3889.5,4061.9543
2025-08-08 09:30:00,3889.49,3896.76,3888.35,3893.75,2248.6013
2025-08-08 09:45:00,3893.75,3902.0,3893.15,3900.03,2578.1004
2025-08-08 10:00:00,3900.03,3908.37,3899.28,3901.41,3247.3249
2025-08-08 10:15:00,3901.41,3903.97,3895.47,3896.6,1546.2078
2025-08-08 10:30:00,3896.6,3901.92,3892.5,3892.5,1834.4882
2025-08-08 10:45:00,3892.49,3898.73,3886.59,3897.41,3221.4978
2025-08-08 11:00:00,3897.41,3909.74,3897.4,3907.8,2970.5525
2025-08-08 11:15:00,3907.8,3913.42,3905.0,3905.57,3166.8074
2025-08-08 11:30:00,3905.57,3918.49,3905.33,3914.89,2434.9477
2025-08-08 11:45:00,3914.89,3920.43,3913.61,3917.97,2350.1995
2025-08-08 12:00:00,3917.97,3917.97,3899.08,3905.7,4769.0815
2025-08-08 12:15:00,3905.7,3910.79,3900.0,3908.2,4574.2166
2025-08-08 12:30:00,3908.2,3909.35,3896.56,3900.08,2973.0097
2025-08-08 12:45:00,3900.08,3901.9,3892.37,3892.37,2210.8804
2025-08-08 13:00:00,3892.37,3903.36,3891.52,3898.32,3744.5997
2025-08-08 13:15:00,3898.32,3913.82,3895.51,3912.79,4685.3738
2025-08-08 13:30:00,3912.8,3943.45,3904.11,3937.06,14462.2347
2025-08-08 13:45:00,3937.06,4012.0,3937.06,3999.76,93750.4825
2025-08-08 14:00:00,3999.76,4005.55,3958.0,3966.5,29279.2005
2025-08-08 14:15:00,3966.5,3970.13,3943.29,3962.97,16834.1477
2025-08-08 14:30:00,3962.96,3966.62,3944.0,3959.45,9084.773
2025-08-08 14:45:00,3959.45,3984.5,3958.93,3984.5,12865.5495
2025-08-08 15:00:00,3984.49,3988.9,3948.0,3956.4,17106.2465
2025-08-08 15:15:00,3956.41,3968.64,3948.51,3954.28,6350.5059
2025-08-08 15:30:00,3954.26,3964.78,3925.2,3929.09,14527.0435
2025-08-08 15:45:00,3929.1,3956.32,3929.1,3954.56,12416.7625
2025-08-08 16:00:00,3954.56,3969.06,3952.16,3955.83,8532.2425
2025-08-08 16:15:00,3955.83,3977.12,3950.0,3966.4,4592.1571
2025-08-08 16:30:00,3966.4,3972.01,3957.6,3960.42,3362.1195
2025-08-08 16:45:00,3960.42,3971.99,3959.47,3970.97,3871.9015
2025-08-08 17:00:00,3970.98,3994.42,3967.9,3988.94,11579.1244
2025-08-08 17:15:00,3988.94,4002.8,3980.22,3996.21,10956.5893
2025-08-08 17:30:00,3996.2,4030.9,3994.4,4019.32,27827.3571
2025-08-08 17:45:00,4019.32,4035.0,4012.12,4032.69,13600.9858
2025-08-08 18:00:00,4032.7,4050.68,4030.36,4040.33,15271.3797
2025-08-08 18:15:00,4040.33,4057.85,4033.21,4047.31,12561.1237
2025-08-08 18:30:00,4047.31,4055.0,4042.57,4045.57,10307.8292
2025-08-08 18:45:00,4045.56,4056.73,4034.3,4056.72,8668.5725
2025-08-08 19:00:00,4056.73,4065.86,4042.28,4048.88,8920.3575
2025-08-08 19:15:00,4048.88,4053.41,4037.46,4041.98,5710.405
2025-08-08 19:30:00,4041.98,4049.45,4031.25,4044.7,6717.9263
2025-08-08 19:45:00,4044.7,4063.38,4042.89,4060.99,8677.1024
2025-08-08 20:00:00,4060.98,4071.0,4049.76,4051.49,8637.2655
2025-08-08 20:15:00,4051.49,4054.48,4045.51,4049.23,4834.4198
2025-08-08 20:30:00,4049.23,4057.64,4047.14,4052.47,3388.0252
2025-08-08 20:45:00,4052.47,4061.16,4051.39,4057.94,3459.8109
2025-08-08 21:00:00,4057.95,4059.06,4050.46,4051.13,2847.4824
2025-08-08 21:15:00,4051.12,4052.37,4038.67,4040.01,3523.0805
2025-08-08 21:30:00,4040.0,4047.82,4040.0,4046.21,2607.7487
2025-08-08 21:45:00,4046.22,4046.61,4038.46,4038.46,2469.5462
2025-08-08 22:00:00,4038.46,4039.33,4024.1,4033.99,5607.8436
2025-08-08 22:15:00,4034.0,4039.0,4028.57,4030.59,2959.0902
2025-08-08 22:30:00,4030.59,4030.59,4019.11,4028.99,4470.0813
2025-08-08 22:45:00,4028.99,4035.8,4024.33,4024.86,2805.267
2025-08-08 23:00:00,4024.86,4032.59,4022.17,4027.11,1984.2069
2025-08-08 23:15:00,4027.11,4028.8,4021.39,4022.67,1472.7346
2025-08-08 23:30:00,4022.67,4022.68,4006.9,4012.24,5911.3726
2025-08-08 23:45:00,4012.23,4015.0,4007.69,4009.5,2075.1922
2025-08-09 00:00:00,4009.51,4013.88,4007.0,4012.55,2986.2902
2025-08-09 00:15:00,4012.55,4025.91,4006.63,4019.06,4058.2181
2025-08-09 00:30:00,4019.06,4023.71,4014.63,4021.17,2605.6988
2025-08-09 00:45:00,4021.17,4023.63,4011.63,4016.99,2475.978
2025-08-09 01:00:00,4017.0,4024.96,4010.75,4017.75,2312.8691
2025-08-09 01:15:00,4017.76,4021.08,4013.57,4020.61,1549.3507
2025-08-09 01:30:00,4020.6,4033.99,4018.82,4030.0,3184.3483
2025-08-09 01:45:00,4030.0,4036.99,4026.32,4033.19,2378.8414
2025-08-09 02:00:00,4033.18,4033.79,4023.2,4026.2,3091.6165
2025-08-09 02:15:00,4026.14,4034.77,4025.9,4032.66,2207.0054
2025-08-09 02:30:00,4032.67,4038.83,4027.81,4035.09,1772.1041
2025-08-09 02:45:00,4035.1,4037.84,4029.85,4032.44,2059.6565
2025-08-09 03:00:00,4032.44,4043.13,4025.14,4041.73,5841.7134
2025-08-09 03:15:00,4041.73,4043.65,4033.4,4039.46,3205.2795
2025-08-09 03:30:00,4039.45,4050.8,4034.38,4045.49,9134.4163
2025-08-09 03:45:00,4045.49,4053.01,4042.06,4051.01,6058.715
2025-08-09 04:00:00,4051.02,4060.0,4045.0,4057.09,5240.6321
2025-08-09 04:15:00,4057.09,4064.16,4052.48,4063.1,3656.6509
2025-08-09 04:30:00,4063.1,4100.0,4061.21,4081.18,28831.1203
2025-08-09 04:45:00,4081.18,4085.0,4074.45,4080.92,4595.3099
2025-08-09 05:00:00,4080.91,4200.0,4075.31,4159.52,71855.3075
2025-08-09 05:15:00,4159.6,4182.17,4153.5,4179.99,13290.9514
2025-08-09 05:30:00,4179.99,4197.52,4163.75,4177.78,15506.5065
2025-08-09 05:45:00,4177.79,4194.92,4171.52,4181.94,10975.1066
2025-08-09 06:00:00,4181.95,4183.79,4142.62,4161.84,14386.767
2025-08-09 06:15:00,4161.84,4181.36,4155.0,4175.81,8789.1263
2025-08-09 06:30:00,4175.81,4175.92,4151.62,4156.73,8153.4327
2025-08-09 06:45:00,4156.72,4162.4,4148.52,4162.23,6214.0379
2025-08-09 07:00:00,4162.23,4173.6,4158.6,4168.5,4135.9351
2025-08-09 07:15:00,4168.49,4176.47,4162.36,4165.01,4792.6674
2025-08-09 07:30:00,4165.01,4168.61,4156.77,4162.72,3731.9448
2025-08-09 07:45:00,4162.72,4171.91,4159.0,4170.64,5245.4794
2025-08-09 08:00:00,4170.64,4179.0,4169.03,4177.52,6667.6739
2025-08-09 08:15:00,4177.52,4188.0,4173.06,4188.0,4159.5067
2025-08-09 08:30:00,4188.0,4202.19,4180.63,4199.54,9991.5944
2025-08-09 08:45:00,4199.55,4199.55,4166.22,4189.89,6713.9081
2025-08-09 09:00:00,4189.9,4200.63,4174.04,4199.56,14694.3779
2025-08-09 09:15:00,4199.56,4200.88,4186.85,4189.87,5504.5705
2025-08-09 09:30:00,4189.86,4196.88,4186.14,4196.69,4463.3468
2025-08-09 09:45:00,4196.69,4238.77,4195.03,4219.62,22576.0839
2025-08-09 10:00:00,4219.62,4246.65,4212.28,4238.89,13131.6088
2025-08-09 10:15:00,4238.9,4246.0,4221.4,4225.84,7123.7384
2025-08-09 10:30:00,4225.85,4228.44,4218.76,4221.37,4883.1703
2025-08-09 10:45:00,4221.37,4231.47,4212.31,4217.33,7469.3644
2025-08-09 11:00:00,4217.32,4218.13,4200.36,4201.39,8082.372
2025-08-09 11:15:00,4201.38,4209.91,4196.92,4208.35,5311.8286
2025-08-09 11:30:00,4208.36,4208.36,4184.62,4200.25,6198.0891
2025-08-09 11:45:00,4200.25,4200.25,4188.76,4190.0,5430.3178
2025-08-09 12:00:00,4190.0,4200.8,4181.19,4198.39,6456.0541
2025-08-09 12:15:00,4198.4,4207.77,4196.85,4205.01,8423.4015
2025-08-09 12:30:00,4205.0,4205.01,4190.0,4191.18,3613.7522
2025-08-09 12:45:00,4191.18,4199.89,4190.77,4196.24,2200.3752
2025-08-09 13:00:00,4196.24,4199.63,4171.23,4178.62,5555.2776
2025-08-09 13:15:00,4178.63,4194.45,4173.97,4191.83,6038.9128
2025-08-09 13:30:00,4191.84,4191.84,4173.18,4182.38,4294.889
2025-08-09 13:45:00,4182.38,4182.38,4165.0,4165.56,6836.8101
2025-08-09 14:00:00,4165.55,4185.68,4153.17,4185.67,8252.591
2025-08-09 14:15:00,4185.68,4197.33,4177.41,4193.81,7134.2248
2025-08-09 14:30:00,4193.81,4196.0,4187.15,4189.96,3925.7419
2025-08-09 14:45:00,4189.96,4198.6,4183.75,4197.16,4109.2246
2025-08-09 15:00:00,4197.16,4226.23,4196.38,4211.25,10669.5542
2025-08-09 15:15:00,4211.24,4223.06,4171.7,4200.02,13069.8648
2025-08-09 15:30:00,4200.01,4207.51,4193.25,4204.01,4513.0669
2025-08-09 15:45:00,4204.0,4214.73,4200.99,4209.57,4424.1959
2025-08-09 16:00:00,4209.57,4215.96,4206.61,4214.99,4370.4829
2025-08-09 16:15:00,4214.99,4226.0,4212.18,4217.35,6958.1413
2025-08-09 16:30:00,4217.36,4220.37,4192.8,4209.87,5278.4397
2025-08-09 16:45:00,4209.86,4214.5,4199.23,4207.77,4383.2581
2025-08-09 17:00:00,4207.76,4218.9,4200.3,4217.0,4387.8158
2025-08-09 17:15:00,4216.99,4224.7,4213.5,4222.27,3065.1343
2025-08-09 17:30:00,4222.28,4239.57,4214.58,4229.71,6278.5476
2025-08-09 17:45:00,4229.7,4236.97,4221.84,4235.0,3386.744
2025-08-09 18:00:00,4234.99,4237.53,4223.39,4226.88,2451.8022
2025-08-09 18:15:00,4226.87,4240.0,4220.01,4236.22,4857.1147
2025-08-09 18:30:00,4236.23,4244.8,4230.0,4230.01,3605.1957
2025-08-09 18:45:00,4230.0,4254.86,4228.51,4241.96,9429.506
2025-08-09 19:00:00,4241.97,4252.51,4237.08,4247.17,4882.1743
2025-08-09 19:15:00,4247.16,4250.0,4240.54,4250.0,6895.3638
2025-08-09 19:30:00,4250.0,4266.44,4243.83,4263.02,6173.5333
2025-08-09 19:45:00,4263.03,4271.45,4254.7,4258.57,4727.6297
2025-08-09 20:00:00,4258.57,4293.97,4256.43,4272.03,11574.1778
2025-08-09 20:15:00,4272.03,4286.37,4265.38,4271.28,8333.5087
2025-08-09 20:30:00,4271.27,4285.29,4262.93,4280.7,5174.3257
2025-08-09 20:45:00,4280.71,4290.29,4273.02,4290.29,5380.5983
2025-08-09 21:00:00,4290.29,4299.0,4279.5,4289.69,6291.8249
2025-08-09 21:15:00,4289.68,4289.91,4265.34,4269.11,8062.3629
2025-08-09 21:30:00,4269.11,4282.57,4262.2,4272.09,5403.214
2025-08-09 21:45:00,4272.08,4293.67,4271.22,4278.16,5384.8445
2025-08-09 22:00:00,4278.15,4295.66,4273.76,4289.93,4868.7758
2025-08-09 22:15:00,4289.93,4326.2,4287.33,4301.75,15745.0288
2025-08-09 22:30:00,4301.74,4304.02,4262.5,4271.83,11116.0241
2025-08-09 22:45:00,4271.84,4272.99,4242.87,4264.28,10847.0769
2025-08-09 23:00:00,4264.28,4274.57,4251.89,4258.3,5510.5611
2025-08-09 23:15:00,4258.31,4262.48,4252.0,4253.21,3010.6936
2025-08-09 23:30:00,4253.2,4265.59,4248.0,4262.86,4742.6508
2025-08-09 23:45:00,4262.87,4273.38,4257.56,4260.62,3112.9882
2025-08-10 00:00:00,4260.63,4267.58,4248.3,4265.99,4942.2968
2025-08-10 00:15:00,4266.0,4273.43,4263.31,4263.82,3037.7938
2025-08-10 00:30:00,4263.82,4287.68,4260.93,4287.68,4384.5515
2025-08-10 00:45:00,4287.67,4332.6,4282.33,4311.09,14428.0459
2025-08-10 01:00:00,4311.09,4322.77,4287.97,4289.17,10628.325
2025-08-10 01:15:00,4289.16,4306.21,4287.99,4295.52,4509.3868
2025-08-10 01:30:00,4295.52,4321.23,4294.8,4318.61,5718.3814
2025-08-10 01:45:00,4318.68,4319.1,4296.34,4300.75,5242.1582
2025-08-10 02:00:00,4300.75,4304.71,4271.0,4284.31,5982.5225
2025-08-10 02:15:00,4284.31,4289.9,4250.35,4262.68,11407.3331
2025-08-10 02:30:00,4262.69,4267.07,4250.04,4252.11,6726.5009
2025-08-10 02:45:00,4252.12,4257.19,4246.95,4247.0,6355.8474
2025-08-10 03:00:00,4246.99,4257.75,4227.79,4245.13,17899.3002
2025-08-10 03:15:00,4245.14,4252.38,4206.55,4233.17,19860.3253
2025-08-10 03:30:00,4233.17,4239.2,4218.18,4236.64,7548.7488
2025-08-10 03:45:00,4236.63,4249.01,4235.5,4242.74,4360.5899
2025-08-10 04:00:00,4242.73,4246.99,4226.55,4244.2,5233.7283
2025-08-10 04:15:00,4244.21,4255.94,4239.34,4250.46,3914.1349
2025-08-10 04:30:00,4250.46,4257.69,4246.83,4255.73,3125.1241
2025-08-10 04:45:00,4255.72,4264.98,4247.54,4251.52,4484.5265
2025-08-10 05:00:00,4251.52,4251.59,4232.01,4239.1,4605.0205
2025-08-10 05:15:00,4239.08,4246.72,4212.43,4216.3,6823.5372
2025-08-10 05:30:00,4216.31,4236.96,4215.7,4235.78,4575.7812
2025-08-10 05:45:00,4235.78,4235.78,4217.0,4220.54,4389.5766
2025-08-10 06:00:00,4220.55,4226.91,4214.41,4220.28,3627.3961
2025-08-10 06:15:00,4220.28,4220.28,4203.0,4215.36,8398.2521
2025-08-10 06:30:00,4215.37,4232.55,4212.63,4231.54,3980.0873
2025-08-10 06:45:00,4231.54,4236.26,4221.04,4225.21,4859.8741
2025-08-10 07:00:00,4225.21,4233.83,4225.21,4227.5,3544.1816
2025-08-10 07:15:00,4227.5,4227.9,4210.29,4210.76,3603.5738
2025-08-10 07:30:00,4210.76,4216.41,4176.0,4176.69,21005.4715
2025-08-10 07:45:00,4176.7,4193.94,4176.43,4185.12,7085.2902
2025-08-10 08:00:00,4185.12,4193.49,4160.0,4191.47,15329.2909
2025-08-10 08:15:00,4191.47,4206.43,4189.16,4205.04,6604.2389
2025-08-10 08:30:00,4205.03,4218.7,4202.54,4207.98,5861.9755
2025-08-10 08:45:00,4207.98,4218.69,4207.51,4210.0,5192.4904
2025-08-10 09:00:00,4210.0,4220.59,4210.0,4216.7,3977.8658
2025-08-10 09:15:00,4216.7,4222.36,4210.47,4218.41,5178.4354
2025-08-10 09:30:00,4218.41,4227.48,4216.5,4222.55,4134.13
2025-08-10 09:45:00,4222.55,4230.63,4221.47,4225.37,3076.9853
2025-08-10 10:00:00,4225.37,4232.73,4213.73,4218.25,3479.5074
2025-08-10 10:15:00,4218.24,4227.23,4212.0,4214.92,2841.2887
2025-08-10 10:30:00,4214.91,4216.38,4192.87,4212.49,6894.5024
2025-08-10 10:45:00,4212.49,4218.0,4194.0,4198.31,5268.9868
2025-08-10 11:00:00,4198.31,4199.98,4183.71,4197.88,5528.194
2025-08-10 11:15:00,4197.87,4211.77,4193.12,4209.06,3120.1511
2025-08-10 11:30:00,4209.05,4221.42,4198.0,4210.97,4574.3215
